original,scaled,normalized
0.79587450816311,0.09292587093637474,-0.22178599458562706
1.2559307629658378,0.1466665959689417,0.23463721417842973
0.9232231458040688,0.10780189543835526,-0.07907507736740399
0.7872011523172707,0.09191270694446092,-0.2321086983992801
0.5510484910954992,0.06432691694608329,-0.5528062092659883
1.0381592949436094,0.12122797523344195,0.03762886373385746
0.5755191991686398,0.06718542300959669,-0.5152818880069289
2.223524413032657,0.2596944784260468,0.8864589167190129
3.314912182053814,0.3871831700514278,1.4020274945844897
0.4836021009022533,0.056448276297302875,-0.663088560249516
1.5688961399691683,0.18322513874424123,0.47729076522936437
0.7526741095365884,0.08787948645697952,-0.2740612140125081
0.8394328467388229,0.09801406759023092,-0.17117514836143255
2.5982541539254407,0.303467925165684,1.0813076848811982
0.07368535491284788,0.00856451664293765,-1.904100766032859
0.09116102911900048,0.010605909173671267,-1.7917272891548512
0.02042558668422495,0.002343063223290114,-2.4662124327855333
1.7874876796148882,0.20875955481599603,0.6260910175403828
1.5057842318652155,0.17585282358867507,0.43146898978247367
2.040314280945551,0.23829308407722888,0.7821544891219346
3.8452218381668493,0.44913043218246057,1.6074221899617334
1.6052395589501458,0.18747053627076238,0.5030577653255139
0.6189294586129686,0.07225632203995638,-0.45154119478519467
1.5165359768801516,0.1771087712395025,0.4393749726403744
0.1258744118305428,0.01466089665786751,-1.6092762819774105
1.0214318863920728,0.1192739901412036,0.021262968671374633
0.1547296827276452,0.018031578314367004,-1.484432735771675
2.894420449691526,0.3380641105202423,1.2209733003937588
0.7378272783110587,0.08614517795412424,-0.29254256211838353
0.5355657183007563,0.06251832196054011,-0.5771937139343764
0.30728035309045376,0.03585153738223542,-1.0188111810088651
1.488254838726735,0.17380515596801246,0.41848864411238546
0.609082416303085,0.07110605576787533,-0.4657007628914028
0.8403347068676119,0.09811941691804273,-0.17014815011884352
0.01896857166238389,0.0021728643773019094,-2.493356400722716
0.9613809291948594,0.11225923499987484,-0.03918718228707515
0.9469966778437781,0.11057896201458685,-0.05408278206113605
0.9595479727292359,0.11204512116403974,-0.04107603289484076
2.8779150787410233,0.33613606239014604,1.2134770216422888
1.1451389586503762,0.1337246310909024,0.13789828485248815
0.4455184927312392,0.051999601393743336,-0.730515685895132
0.5745324087574831,0.06707015268863674,-0.5167718486390447
1.1961078011333701,0.13967847373625744,0.18323000556094377
0.0621152959253157,0.007212978972992989,-1.9899767165910145
1.0989124800580397,0.12832475998966103,0.09546604822938147
1.1105974332943804,0.1296897188448816,0.10631559100105925
0.23620670533400775,0.027549184525890703,-1.2070389531286718
0.1380286876324503,0.016080678667179344,-1.5543328675907588
0.37896196613647554,0.04422490871754952,-0.8594548688866989
